"Plot Title: SouthLake12"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10799605, SEN S/N: 10799605)","RH, % (LGR S/N: 10799605, SEN S/N: 10799605)","Coupler Detached (LGR S/N: 10799605)","Coupler Attached (LGR S/N: 10799605)","Host Connected (LGR S/N: 10799605)","Stopped (LGR S/N: 10799605)","End Of File (LGR S/N: 10799605)"
38,11/17/24 12:00:00 PM,7.619,93.501,,,,,
39,11/17/24 02:00:00 PM,7.619,93.198,,,,,
40,11/17/24 04:00:00 PM,7.619,93.350,,,,,
41,11/17/24 06:00:00 PM,7.594,93.217,,,,,
42,11/17/24 08:00:00 PM,7.569,92.831,,,,,
43,11/17/24 10:00:00 PM,7.544,92.521,,,,,
44,11/18/24 12:00:00 AM,7.494,92.026,,,,,
45,11/18/24 02:00:00 AM,7.469,91.893,,,,,
46,11/18/24 04:00:00 AM,7.469,91.893,,,,,
47,11/18/24 06:00:00 AM,7.469,91.791,,,,,
48,11/18/24 08:00:00 AM,7.444,91.836,,,,,
49,11/18/24 10:00:00 AM,7.268,93.434,,,,,
50,11/18/24 12:00:00 PM,7.318,93.069,,,,,
51,11/18/24 02:00:00 PM,7.368,91.562,,,,,
52,11/18/24 04:00:00 PM,7.393,89.831,,,,,
53,11/18/24 06:00:00 PM,7.393,88.545,,,,,
54,11/18/24 08:00:00 PM,7.393,87.406,,,,,
55,11/18/24 10:00:00 PM,7.393,89.266,,,,,
56,11/19/24 12:00:00 AM,7.368,90.491,,,,,
57,11/19/24 02:00:00 AM,7.393,92.482,,,,,
58,11/19/24 04:00:00 AM,7.318,92.766,,,,,
59,11/19/24 06:00:00 AM,7.343,93.378,,,,,
60,11/19/24 08:00:00 AM,7.368,93.838,,,,,
61,11/19/24 10:00:00 AM,7.393,94.297,,,,,
62,11/19/24 12:00:00 PM,7.419,94.805,,,,,
63,11/19/24 02:00:00 PM,7.469,95.318,,,,,
64,11/19/24 04:00:00 PM,7.519,95.805,,,,,
65,11/19/24 06:00:00 PM,7.594,96.050,,,,,
66,11/19/24 08:00:00 PM,7.569,96.491,,,,,
67,11/19/24 10:00:00 PM,7.569,96.590,,,,,
68,11/20/24 12:00:00 AM,7.494,96.619,,,,,
69,11/20/24 02:00:00 AM,7.469,96.413,,,,,
70,11/20/24 04:00:00 AM,7.343,95.284,,,,,
71,11/20/24 06:00:00 AM,7.343,95.134,,,,,
72,11/20/24 08:00:00 AM,7.268,94.664,,,,,
73,11/20/24 10:00:00 AM,7.217,94.124,,,,,
74,11/20/24 12:00:00 PM,7.268,94.514,,,,,
75,11/20/24 02:00:00 PM,7.242,94.357,,,,,
76,11/20/24 04:00:00 PM,7.217,94.049,,,,,
77,11/20/24 06:00:00 PM,7.192,93.892,,,,,
78,11/20/24 08:00:00 PM,7.142,93.527,,,,,
79,11/20/24 10:00:00 PM,7.091,93.387,,,,,
80,11/21/24 12:00:00 AM,7.066,93.154,,,,,
81,11/21/24 02:00:00 AM,7.066,93.129,,,,,
82,11/21/24 04:00:00 AM,7.066,93.305,,,,,
83,11/21/24 06:00:00 AM,7.091,93.614,,,,,
84,11/21/24 08:00:00 AM,7.167,94.487,,,,,
85,11/21/24 10:00:00 AM,7.192,94.894,,,,,
86,11/21/24 12:00:00 PM,7.142,94.430,,,,,
87,11/21/24 02:00:00 PM,7.142,94.355,,,,,
88,11/21/24 04:00:00 PM,7.167,94.637,,,,,
89,11/21/24 06:00:00 PM,7.167,94.312,,,,,
90,11/21/24 08:00:00 PM,7.142,94.230,,,,,
91,11/21/24 10:00:00 PM,7.116,94.173,,,,,
92,11/22/24 12:00:00 AM,7.116,94.173,,,,,
93,11/22/24 02:00:00 AM,7.142,94.380,,,,,
94,11/22/24 04:00:00 AM,7.091,93.940,,,,,
95,11/22/24 06:00:00 AM,7.091,93.915,,,,,
96,11/22/24 08:00:00 AM,7.091,94.041,,,,,
97,11/22/24 10:00:00 AM,7.091,94.016,,,,,
98,11/22/24 12:00:00 PM,7.091,94.392,,,,,
99,11/22/24 02:00:00 PM,7.116,94.273,,,,,
100,11/22/24 04:00:00 PM,7.066,93.984,,,,,
101,11/22/24 06:00:00 PM,7.015,93.594,,,,,
102,11/22/24 08:00:00 PM,7.015,93.644,,,,,
103,11/22/24 10:00:00 PM,6.990,93.537,,,,,
104,11/23/24 12:00:00 AM,6.965,93.530,,,,,
105,11/23/24 02:00:00 AM,6.940,93.423,,,,,
106,11/23/24 04:00:00 AM,6.914,93.316,,,,,
107,11/23/24 06:00:00 AM,6.889,93.158,,,,,
108,11/23/24 08:00:00 AM,6.864,93.202,,,,,
109,11/23/24 10:00:00 AM,6.864,93.101,,,,,
110,11/23/24 12:00:00 PM,6.864,93.202,,,,,
111,11/23/24 02:00:00 PM,6.839,93.195,,,,,
112,11/23/24 04:00:00 PM,6.813,92.987,,,,,
113,11/23/24 06:00:00 PM,6.788,92.880,,,,,
114,11/23/24 08:00:00 PM,6.788,92.955,,,,,
115,11/23/24 10:00:00 PM,6.763,92.923,,,,,
116,11/24/24 12:00:00 AM,6.763,92.823,,,,,
117,11/24/24 02:00:00 AM,6.737,92.816,,,,,
118,11/24/24 04:00:00 AM,6.712,92.658,,,,,
119,11/24/24 06:00:00 AM,6.712,92.608,,,,,
120,11/24/24 08:00:00 AM,6.687,92.551,,,,,
121,11/24/24 10:00:00 AM,6.661,92.595,,,,,
122,11/24/24 12:00:00 PM,6.611,92.127,,,,,
123,11/24/24 02:00:00 PM,6.636,92.336,,,,,
124,11/24/24 04:00:00 PM,6.636,92.411,,,,,
125,11/24/24 06:00:00 PM,6.636,92.234,,,,,
126,11/24/24 08:00:00 PM,6.611,92.228,,,,,
127,11/24/24 10:00:00 PM,6.585,92.095,,,,,
128,11/25/24 12:00:00 AM,6.560,92.013,,,,,
129,11/25/24 02:00:00 AM,6.560,91.911,,,,,
130,11/25/24 04:00:00 AM,6.560,92.013,,,,,
131,11/25/24 06:00:00 AM,6.560,92.088,,,,,
132,11/25/24 08:00:00 AM,6.535,92.082,,,,,
133,11/25/24 10:00:00 AM,6.560,92.139,,,,,
134,11/25/24 12:00:00 PM,6.560,92.215,,,,,
135,11/25/24 02:00:00 PM,6.560,92.290,,,,,
136,11/25/24 04:00:00 PM,6.560,92.467,,,,,
137,11/25/24 06:00:00 PM,6.560,92.593,,,,,
138,11/25/24 08:00:00 PM,6.535,92.410,,,,,
139,11/25/24 10:00:00 PM,6.535,92.461,,,,,
140,11/26/24 12:00:00 AM,6.484,92.043,,,,,
141,11/26/24 02:00:00 AM,6.408,91.670,,,,,
142,11/26/24 04:00:00 AM,6.357,91.099,,,,,
143,11/26/24 06:00:00 AM,6.331,90.889,,,,,
144,11/26/24 08:00:00 AM,6.306,90.832,,,,,
145,11/26/24 10:00:00 AM,6.281,90.622,,,,,
146,11/26/24 12:00:00 PM,6.255,90.336,,,,,
147,11/26/24 02:00:00 PM,6.255,90.514,,,,,
148,11/26/24 04:00:00 PM,6.255,90.412,,,,,
149,11/26/24 06:00:00 PM,6.255,90.488,,,,,
150,11/26/24 08:00:00 PM,6.230,90.507,,,,,
151,11/26/24 10:00:00 PM,6.230,90.355,,,,,
152,11/27/24 12:00:00 AM,6.230,90.355,,,,,
153,11/27/24 02:00:00 AM,6.230,90.406,,,,,
154,11/27/24 04:00:00 AM,6.230,90.406,,,,,
155,11/27/24 06:00:00 AM,6.204,90.476,,,,,
156,11/27/24 08:00:00 AM,6.204,90.501,,,,,
157,11/27/24 10:00:00 AM,6.204,90.603,,,,,
158,11/27/24 12:00:00 PM,6.204,90.552,,,,,
159,11/27/24 02:00:00 PM,6.230,90.812,,,,,
160,11/27/24 04:00:00 PM,6.230,90.914,,,,,
161,11/27/24 06:00:00 PM,6.204,90.654,,,,,
162,11/27/24 08:00:00 PM,6.204,90.526,,,,,
163,11/27/24 10:00:00 PM,6.179,90.520,,,,,
164,11/28/24 12:00:00 AM,6.179,90.444,,,,,
165,11/28/24 02:00:00 AM,6.179,90.469,,,,,
166,11/28/24 04:00:00 AM,6.153,90.386,,,,,
167,11/28/24 06:00:00 AM,6.153,90.234,,,,,
168,11/28/24 08:00:00 AM,6.128,90.074,,,,,
169,11/28/24 10:00:00 AM,6.102,89.966,,,,,
170,11/28/24 12:00:00 PM,6.102,89.915,,,,,
171,11/28/24 02:00:00 PM,6.077,89.679,,,,,
172,11/28/24 04:00:00 PM,6.051,89.749,,,,,
173,11/28/24 06:00:00 PM,6.051,89.596,,,,,
174,11/28/24 08:00:00 PM,6.026,89.640,,,,,
175,11/28/24 10:00:00 PM,6.026,89.487,,,,,
176,11/29/24 12:00:00 AM,6.000,89.404,,,,,
177,11/29/24 02:00:00 AM,6.000,89.379,,,,,
178,11/29/24 04:00:00 AM,6.000,89.327,,,,,
179,11/29/24 06:00:00 AM,5.975,89.117,,,,,
180,11/29/24 08:00:00 AM,5.975,89.219,,,,,
181,11/29/24 10:00:00 AM,5.949,89.289,,,,,
182,11/29/24 12:00:00 PM,5.924,89.053,,,,,
183,11/29/24 02:00:00 PM,5.924,88.822,,,,,
184,11/29/24 04:00:00 PM,5.898,88.739,,,,,
185,11/29/24 06:00:00 PM,5.872,88.425,,,,,
186,11/29/24 08:00:00 PM,5.872,88.681,,,,,
187,11/29/24 10:00:00 PM,5.847,88.829,,,,,
188,11/30/24 12:00:00 AM,5.847,88.444,,,,,
189,11/30/24 02:00:00 AM,5.796,88.072,,,,,
190,11/30/24 04:00:00 AM,5.796,87.789,,,,,
191,11/30/24 06:00:00 AM,5.745,87.468,,,,,
192,11/30/24 08:00:00 AM,5.719,87.100,,,,,
193,11/30/24 10:00:00 AM,5.693,86.939,,,,,
194,11/30/24 12:00:00 PM,5.668,86.571,,,,,
195,11/30/24 02:00:00 PM,5.642,86.643,,,,,
196,11/30/24 04:00:00 PM,5.642,86.772,,,,,
197,11/30/24 06:00:00 PM,5.642,86.617,,,,,
198,11/30/24 08:00:00 PM,5.668,86.933,,,,,
199,11/30/24 10:00:00 PM,5.668,87.036,,,,,
200,12/01/24 12:00:00 AM,5.642,87.236,,,,,
201,12/01/24 02:00:00 AM,5.668,87.397,,,,,
202,12/01/24 04:00:00 AM,5.693,87.301,,,,,
203,12/01/24 06:00:00 AM,5.668,87.346,,,,,
204,12/01/24 08:00:00 AM,5.642,87.236,,,,,
205,12/01/24 10:00:00 AM,5.616,87.050,,,,,
206,12/01/24 12:00:00 PM,5.616,87.179,,,,,
207,12/01/24 02:00:00 PM,5.642,87.546,,,,,
208,12/01/24 04:00:00 PM,5.642,87.597,,,,,
209,12/01/24 06:00:00 PM,5.642,87.494,,,,,
210,12/01/24 08:00:00 PM,5.642,87.340,,,,,
211,12/01/24 10:00:00 PM,5.616,87.436,,,,,
212,12/02/24 12:00:00 AM,5.591,87.378,,,,,
213,12/02/24 02:00:00 AM,5.591,87.353,,,,,
214,12/02/24 04:00:00 AM,5.591,86.966,,,,,
215,12/02/24 06:00:00 AM,5.565,86.856,,,,,
216,12/02/24 08:00:00 AM,5.591,87.095,,,,,
217,12/02/24 10:00:00 AM,5.642,87.674,,,,,
218,12/02/24 12:00:00 PM,5.693,88.918,,,,,
219,12/02/24 02:00:00 PM,5.693,88.893,,,,,
220,12/02/24 04:00:00 PM,5.693,88.688,,,,,
221,12/02/24 06:00:00 PM,5.668,88.374,,,,,
222,12/02/24 08:00:00 PM,5.642,88.214,,,,,
223,12/02/24 10:00:00 PM,5.616,87.925,,,,,
224,12/03/24 12:00:00 AM,5.591,87.764,,,,,
225,12/03/24 02:00:00 AM,5.565,87.681,,,,,
226,12/03/24 04:00:00 AM,5.539,87.366,,,,,
227,12/03/24 06:00:00 AM,5.488,86.992,,,,,
228,12/03/24 08:00:00 AM,5.488,86.812,,,,,
229,12/03/24 10:00:00 AM,5.437,86.644,,,,,
230,12/03/24 12:00:00 PM,5.437,86.515,,,,,
231,12/03/24 02:00:00 PM,5.462,86.728,,,,,
232,12/03/24 04:00:00 PM,5.437,86.515,,,,,
233,12/03/24 06:00:00 PM,5.437,86.541,,,,,
234,12/03/24 08:00:00 PM,5.488,86.734,,,,,
235,12/03/24 10:00:00 PM,5.437,86.722,,,,,
236,12/04/24 12:00:00 AM,5.462,86.573,,,,,
237,12/04/24 02:00:00 AM,5.437,86.541,,,,,
238,12/04/24 04:00:00 AM,5.411,86.535,,,,,
239,12/04/24 06:00:00 AM,5.437,86.722,,,,,
240,12/04/24 08:00:00 AM,5.437,86.980,,,,,
241,12/04/24 10:00:00 AM,5.488,87.302,,,,,
242,12/04/24 12:00:00 PM,5.488,87.482,,,,,
243,12/04/24 02:00:00 PM,5.437,86.825,,,,,
244,12/04/24 04:00:00 PM,5.411,86.431,,,,,
245,12/04/24 06:00:00 PM,5.334,85.921,,,,,
246,12/04/24 08:00:00 PM,5.308,85.552,,,,,
247,12/04/24 10:00:00 PM,5.282,85.364,,,,,
248,12/05/24 12:00:00 AM,5.308,85.422,,,,,
249,12/05/24 02:00:00 AM,5.334,85.843,,,,,
250,12/05/24 04:00:00 AM,5.308,85.811,,,,,
251,12/05/24 06:00:00 AM,5.334,86.128,,,,,
252,12/05/24 08:00:00 AM,5.334,86.051,,,,,
253,12/05/24 10:00:00 AM,5.334,85.973,,,,,
254,12/05/24 12:00:00 PM,5.334,86.154,,,,,
255,12/05/24 02:00:00 PM,5.334,86.128,,,,,
256,12/05/24 04:00:00 PM,5.308,86.070,,,,,
257,12/05/24 06:00:00 PM,5.282,85.909,,,,,
258,12/05/24 08:00:00 PM,5.282,85.649,,,,,
259,12/05/24 10:00:00 PM,5.231,85.300,,,,,
260,12/06/24 12:00:00 AM,5.231,85.326,,,,,
261,12/06/24 02:00:00 AM,5.179,84.793,,,,,
262,12/06/24 04:00:00 AM,5.154,84.396,,,,,
263,12/06/24 06:00:00 AM,5.128,84.286,,,,,
264,12/06/24 08:00:00 AM,5.128,84.364,,,,,
265,12/06/24 10:00:00 AM,5.102,84.306,,,,,
266,12/06/24 12:00:00 PM,5.128,84.599,,,,,
267,12/06/24 02:00:00 PM,5.128,84.781,,,,,
268,12/06/24 04:00:00 PM,5.179,85.183,,,,,
269,12/06/24 06:00:00 PM,5.179,85.235,,,,,
270,12/06/24 08:00:00 PM,5.154,85.203,,,,,
271,12/06/24 10:00:00 PM,5.154,85.255,,,,,
272,12/07/24 12:00:00 AM,5.154,85.281,,,,,
273,12/07/24 02:00:00 AM,5.154,85.307,,,,,
274,12/07/24 04:00:00 AM,5.154,85.307,,,,,
275,12/07/24 06:00:00 AM,5.179,85.417,,,,,
276,12/07/24 08:00:00 AM,5.231,86.258,,,,,
277,12/07/24 10:00:00 AM,5.334,87.264,,,,,
278,12/07/24 12:00:00 PM,5.385,87.945,,,,,
279,12/07/24 02:00:00 PM,5.437,88.624,,,,,
280,12/07/24 04:00:00 PM,5.462,88.630,,,,,
281,12/07/24 06:00:00 PM,5.488,88.867,,,,,
282,12/07/24 08:00:00 PM,5.514,89.256,,,,,
283,12/07/24 10:00:00 PM,5.565,89.881,,,,,
284,12/08/24 12:00:00 AM,5.616,90.250,,,,,
285,12/08/24 02:00:00 AM,5.616,90.351,,,,,
286,12/08/24 04:00:00 AM,5.616,90.402,,,,,
287,12/08/24 06:00:00 AM,5.616,90.402,,,,,
288,12/08/24 08:00:00 AM,5.539,89.212,,,,,
289,12/08/24 10:00:00 AM,5.488,88.483,,,,,
290,12/08/24 12:00:00 PM,5.437,88.317,,,,,
291,12/08/24 02:00:00 PM,5.437,88.163,,,,,
292,12/08/24 04:00:00 PM,5.411,88.310,,,,,
293,12/08/24 06:00:00 PM,5.385,87.996,,,,,
294,12/08/24 08:00:00 PM,5.360,88.041,,,,,
295,12/08/24 10:00:00 PM,5.385,88.048,,,,,
296,12/09/24 12:00:00 AM,5.385,88.201,,,,,
297,12/09/24 02:00:00 AM,5.385,88.304,,,,,
298,12/09/24 04:00:00 AM,5.437,88.573,,,,,
299,12/09/24 06:00:00 AM,5.437,88.726,,,,,
300,12/09/24 08:00:00 AM,5.488,89.046,,,,,
301,12/09/24 10:00:00 AM,5.488,89.301,,,,,
302,12/09/24 12:00:00 PM,5.488,89.046,,,,,
303,12/09/24 02:00:00 PM,5.488,89.301,,,,,
304,12/09/24 04:00:00 PM,5.539,89.467,,,,,
305,12/09/24 06:00:00 PM,5.539,89.594,,,,,
306,12/09/24 08:00:00 PM,5.488,89.199,,,,,
307,12/09/24 10:00:00 PM,5.488,89.556,,,,,
308,12/10/24 12:00:00 AM,5.462,89.039,,,,,
309,12/10/24 02:00:00 AM,5.385,88.560,,,,,
310,12/10/24 04:00:00 AM,5.334,88.445,,,,,
311,12/10/24 06:00:00 AM,5.282,88.201,,,,,
312,12/10/24 08:00:00 AM,5.257,88.067,,,,,
313,12/10/24 10:00:00 AM,5.205,87.849,,,,,
314,12/10/24 12:00:00 PM,5.205,87.798,,,,,
315,12/10/24 02:00:00 PM,5.205,87.721,,,,,
316,12/10/24 04:00:00 PM,5.179,87.663,,,,,
317,12/10/24 06:00:00 PM,5.154,87.528,,,,,
318,12/10/24 08:00:00 PM,5.128,87.419,,,,,
319,12/10/24 10:00:00 PM,5.128,87.291,,,,,
320,12/11/24 12:00:00 AM,5.102,87.130,,,,,
321,12/11/24 02:00:00 AM,5.076,87.046,,,,,
322,12/11/24 04:00:00 AM,5.024,86.725,,,,,
323,12/11/24 06:00:00 AM,5.024,86.596,,,,,
324,12/11/24 08:00:00 AM,5.024,86.363,,,,,
325,12/11/24 10:00:00 AM,5.024,86.441,,,,,
326,12/11/24 12:00:00 PM,5.024,86.544,,,,,
327,12/11/24 02:00:00 PM,5.024,86.312,,,,,
328,12/11/24 04:00:00 PM,4.947,85.310,,,,,
329,12/11/24 06:00:00 PM,4.869,84.564,,,,,
330,12/11/24 08:00:00 PM,4.844,84.193,,,,,
331,12/11/24 10:00:00 PM,4.818,83.560,,,,,
332,12/12/24 12:00:00 AM,4.792,83.554,,,,,
333,12/12/24 02:00:00 AM,4.766,83.626,,,,,
334,12/12/24 04:00:00 AM,4.766,83.156,,,,,
335,12/12/24 06:00:00 AM,4.714,82.593,,,,,
336,12/12/24 08:00:00 AM,4.662,82.056,,,,,
337,12/12/24 10:00:00 AM,4.610,81.886,,,,,
338,12/12/24 12:00:00 PM,4.610,81.675,,,,,
339,12/12/24 02:00:00 PM,4.584,81.590,,,,,
340,12/12/24 04:00:00 PM,4.558,81.347,,,,,
341,12/12/24 06:00:00 PM,4.558,80.924,,,,,
342,12/12/24 08:00:00 PM,4.506,80.675,,,,,
343,12/12/24 10:00:00 PM,4.454,80.584,,,,,
344,12/13/24 12:00:00 AM,4.454,80.584,,,,,
345,12/13/24 02:00:00 AM,4.454,80.716,,,,,
346,12/13/24 04:00:00 AM,4.428,80.445,,,,,
347,12/13/24 06:00:00 AM,4.402,80.439,,,,,
348,12/13/24 08:00:00 AM,4.376,79.983,,,,,
349,12/13/24 10:00:00 AM,4.350,79.446,,,,,
350,12/13/24 12:00:00 PM,4.350,79.552,,,,,
351,12/13/24 02:00:00 PM,4.402,80.307,,,,,
352,12/13/24 04:00:00 PM,4.428,81.212,,,,,
353,12/13/24 06:00:00 PM,4.480,81.698,,,,,
354,12/13/24 08:00:00 PM,4.480,81.803,,,,,
355,12/13/24 10:00:00 PM,4.506,81.757,,,,,
356,12/14/24 12:00:00 AM,4.480,81.408,,,,,
357,12/14/24 02:00:00 AM,4.454,81.033,,,,,
358,12/14/24 04:00:00 AM,4.454,81.191,,,,,
359,12/14/24 06:00:00 AM,4.480,81.435,,,,,
360,12/14/24 08:00:00 AM,4.584,82.432,,,,,
361,12/14/24 10:00:00 AM,4.584,82.353,,,,,
362,12/14/24 12:00:00 PM,4.688,83.687,,,,,
363,12/14/24 02:00:00 PM,4.766,84.539,,,,,
364,12/14/24 04:00:00 PM,4.792,84.961,,,,,
365,12/14/24 06:00:00 PM,4.766,84.721,,,,,
366,12/14/24 08:00:00 PM,4.844,85.622,,,,,
367,12/14/24 10:00:00 PM,4.869,85.809,,,,,
368,12/15/24 12:00:00 AM,4.895,86.229,,,,,
369,12/15/24 02:00:00 AM,5.050,87.554,,,,,
370,12/15/24 04:00:00 AM,5.076,88.278,,,,,
371,12/15/24 06:00:00 AM,5.024,87.984,,,,,
372,12/15/24 08:00:00 AM,4.999,87.439,,,,,
373,12/15/24 10:00:00 AM,5.024,87.650,,,,,
374,12/15/24 12:00:00 PM,5.050,88.016,,,,,
375,12/15/24 02:00:00 PM,5.179,88.917,,,,,
376,12/15/24 04:00:00 PM,5.128,89.261,,,,,
377,12/15/24 06:00:00 PM,5.205,89.815,,,,,
378,12/15/24 08:00:00 PM,5.205,90.145,,,,,
379,12/15/24 10:00:00 PM,5.282,90.266,,,,,
380,12/16/24 12:00:00 AM,5.334,90.583,,,,,
381,12/16/24 02:00:00 AM,5.334,90.431,,,,,
382,12/16/24 04:00:00 AM,5.385,90.749,,,,,
383,12/16/24 06:00:00 AM,5.360,91.348,,,,,
384,12/16/24 08:00:00 AM,5.308,90.931,,,,,
385,12/16/24 10:00:00 AM,5.282,90.368,,,,,
386,12/16/24 12:00:00 PM,5.257,89.930,,,,,
387,12/16/24 02:00:00 PM,5.231,89.593,,,,,
388,12/16/24 04:00:00 PM,5.231,89.796,,,,,
389,12/16/24 06:00:00 PM,5.231,89.185,,,,,
390,12/16/24 08:00:00 PM,5.179,88.764,,,,,
391,12/16/24 10:00:00 PM,5.128,88.291,,,,,
392,12/17/24 12:00:00 AM,5.076,88.073,,,,,
393,12/17/24 02:00:00 AM,5.050,87.811,,,,,
394,12/17/24 04:00:00 AM,5.024,87.419,,,,,
395,12/17/24 06:00:00 AM,4.999,87.413,,,,,
396,12/17/24 08:00:00 AM,4.973,87.330,,,,,
397,12/17/24 10:00:00 AM,4.947,87.272,,,,,
398,12/17/24 12:00:00 PM,4.895,87.105,,,,,
399,12/17/24 02:00:00 PM,4.844,87.092,,,,,
400,12/17/24 04:00:00 PM,4.818,86.932,,,,,
401,12/17/24 06:00:00 PM,4.818,87.009,,,,,
402,12/17/24 08:00:00 PM,4.818,87.034,,,,,
403,12/17/24 10:00:00 PM,4.818,87.060,,,,,
404,12/18/24 12:00:00 AM,4.818,87.086,,,,,
405,12/18/24 02:00:00 AM,4.792,86.977,,,,,
406,12/18/24 04:00:00 AM,4.766,86.945,,,,,
407,12/18/24 06:00:00 AM,4.766,86.842,,,,,
408,12/18/24 08:00:00 AM,4.714,86.649,,,,,
409,12/18/24 10:00:00 AM,4.688,86.437,,,,,
410,12/18/24 12:00:00 PM,4.636,86.063,,,,,
411,12/18/24 02:00:00 PM,4.610,85.747,,,,,
412,12/18/24 04:00:00 PM,4.610,85.436,,,,,
413,12/18/24 06:00:00 PM,4.558,85.139,,,,,
414,12/18/24 08:00:00 PM,4.558,84.905,,,,,
415,12/18/24 10:00:00 PM,4.506,84.711,,,,,
416,12/19/24 12:00:00 AM,4.506,84.529,,,,,
417,12/19/24 02:00:00 AM,4.480,84.263,,,,,
418,12/19/24 04:00:00 AM,4.480,84.107,,,,,
419,12/19/24 06:00:00 AM,4.454,84.049,,,,,
420,12/19/24 08:00:00 AM,4.454,83.632,,,,,
421,12/19/24 10:00:00 AM,4.454,83.371,,,,,
422,12/19/24 12:00:00 PM,4.454,83.449,,,,,
423,12/19/24 02:00:00 PM,4.428,82.946,,,,,
424,12/19/24 04:00:00 PM,4.428,82.920,,,,,
425,12/19/24 06:00:00 PM,4.428,83.155,,,,,
426,12/19/24 08:00:00 PM,4.428,83.312,,,,,
427,12/19/24 10:00:00 PM,4.428,83.469,,,,,
428,12/20/24 12:00:00 AM,4.428,83.626,,,,,
429,12/20/24 02:00:00 AM,4.454,83.788,,,,,
430,12/20/24 04:00:00 AM,4.454,83.971,,,,,
431,12/20/24 06:00:00 AM,4.428,83.808,,,,,
432,12/20/24 08:00:00 AM,4.454,83.840,,,,,
433,12/20/24 10:00:00 AM,4.402,83.724,,,,,
434,12/20/24 12:00:00 PM,4.428,83.886,,,,,
435,12/20/24 02:00:00 PM,4.428,83.782,,,,,
436,12/20/24 04:00:00 PM,4.402,83.411,,,,,
437,12/20/24 06:00:00 PM,4.402,83.385,,,,,
438,12/20/24 08:00:00 PM,4.350,83.085,,,,,
439,12/20/24 10:00:00 PM,4.324,82.713,,,,,
440,12/21/24 12:00:00 AM,4.298,82.208,,,,,
441,12/21/24 02:00:00 AM,4.272,81.966,,,,,
442,12/21/24 04:00:00 AM,4.246,81.855,,,,,
443,12/21/24 06:00:00 AM,4.220,81.638,,,,,
444,12/21/24 08:00:00 AM,4.220,81.428,,,,,
445,12/21/24 10:00:00 AM,4.194,81.343,,,,,
446,12/21/24 12:00:00 PM,4.194,81.106,,,,,
447,12/21/24 02:00:00 PM,4.194,81.053,,,,,
448,12/21/24 04:00:00 PM,4.194,81.106,,,,,
449,12/21/24 06:00:00 PM,4.194,81.027,,,,,
450,12/21/24 08:00:00 PM,4.168,80.757,,,,,
451,12/21/24 10:00:00 PM,4.141,80.592,,,,,
452,12/22/24 12:00:00 AM,4.141,80.248,,,,,
453,12/22/24 02:00:00 AM,4.141,80.328,,,,,
